code,long_title,precision,recall,f1,tp,fp,fn,test_count,train_frequency
3E033VJ,"Introduction of Other Hormone into Peripheral Vein, Percutaneous Approach",0.3214285713137755,0.4736842102770083,0.38297871842462655,9,19,10,19,80.0
3E033WK,"Introduction of Immunostimulator into Peripheral Vein, Percutaneous",0.0,0.0,0.0,0,0,2,2,11.0
3E033WL,"Introduction of Immunosuppressive into Peripheral Vein, Percutaneous",0.0,0.0,0.0,0,0,2,2,10.0
3E033XZ,"Introduction of Vasopressor into Peripheral Vein, Percutaneous Approach",0.0,0.0,0.0,0,0,12,12,63.0
3E04302,"Introduction of High-dose Interleukin-2 into Central Vein, Percutaneous Approach",0.7999999984,0.9999999975,0.8888888819753088,4,1,0,4,24.0
3E04305,"Introduction of Other Antineoplastic into Central Vein, Percutaneous Approach",0.6578947368297388,0.9090909090672963,0.7633587737377941,350,182,35,385,1631.0
3E0430M,"Introduction of Monoclonal Antibody into Central Vein, Percutaneous Approach",0.0,0.0,0.0,0,0,7,7,33.0
3E04317,"Introduction of Other Thrombolytic into Central Vein, Percutaneous Approach",0.4285714279591837,0.149999999925,0.22222221821673527,3,4,17,20,89.0
3E04328,"Introduction of Oxazolidinones into Central Vein, Percutaneous Approach",0.0,0.0,0.0,0,0,2,2,10.0
3E04329,"Introduction of Other Anti-infective into Central Vein, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,13.0
3E0436Z,"Introduction of Nutritional Substance into Central Vein, Percutaneous Approach",0.7435897435579663,0.8405797101043198,0.7891156412414579,174,60,33,207,799.0
3E043XZ,"Introduction of Vasopressor into Central Vein, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,17.0
3E05305,"Introduction of Other Antineoplastic into Peripheral Artery, Percutaneous Approach",0.37499999953124996,0.37499999953124996,0.37499999453125,3,5,5,8,36.0
3E05317,"Introduction of Other Thrombolytic into Peripheral Artery, Percutaneous Approach",0.5714285710204081,0.36363636347107436,0.4444444394444444,8,6,14,22,108.0
3E053GC,"Introduction of Other Therapeutic Substance into Peripheral Artery, Percutaneous Approach",0.3999999992,0.2222222219753086,0.2857142807142858,2,3,7,9,42.0
3E06305,"Introduction of Other Antineoplastic into Central Artery, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,14.0
3E06317,"Introduction of Other Thrombolytic into Central Artery, Percutaneous Approach",0.7142857132653061,0.7142857132653061,0.7142857082653062,5,2,2,7,34.0
3E0D705,"Introduction of Other Antineoplastic into Mouth and Pharynx, Via Natural or Artificial Opening",0.0,0.0,0.0,0,2,2,2,12.0
3E0F83Z,"Introduction of Anti-inflammatory into Respiratory Tract, Via Natural or Artificial Opening Endoscopic",0.0,0.0,0.0,0,1,2,2,10.0
3E0F8GC,"Introduction of Other Therapeutic Substance into Respiratory Tract, Via Natural or Artificial Opening Endoscopic",0.0,0.0,0.0,0,0,3,3,12.0
3E0G36Z,"Introduction of Nutritional Substance into Upper GI, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,14.0
3E0G76Z,"Introduction of Nutritional Substance into Upper GI, Via Natural or Artificial Opening",0.647321428564204,0.7621550591227049,0.7000603450549142,580,316,181,761,3523.0
3E0G8GC,"Introduction of Other Therapeutic Substance into Upper GI, Via Natural or Artificial Opening Endoscopic",0.6896551721759809,0.5405405403944485,0.6060606009504134,20,9,17,37,158.0
3E0H76Z,"Introduction of Nutritional Substance into Lower GI, Via Natural or Artificial Opening",0.4999999999642857,0.6422018348034677,0.5622489910162739,70,70,39,109,479.0
3E0H8GC,"Introduction of Other Therapeutic Substance into Lower GI, Via Natural or Artificial Opening Endoscopic",0.0,0.0,0.0,0,0,4,4,21.0
3E0L3GC,"Introduction of Other Therapeutic Substance into Pleural Cavity, Percutaneous Approach",0.4102564101512163,0.5517241377407848,0.47058823026384083,16,23,13,29,144.0
3E0L4GC,"Introduction of Other Therapeutic Substance into Pleural Cavity, Percutaneous Endoscopic Approach",0.5714285710204081,0.666666666111111,0.6153846099408283,8,6,4,12,31.0
3E0M05Z,"Introduction of Adhesion Barrier into Peritoneal Cavity, Open Approach",0.0,0.0,0.0,0,2,4,4,19.0
3E0P7GC,"Introduction of Other Therapeutic Substance into Female Reproductive, Via Natural or Artificial Opening",0.2857142853061225,0.14285714275510203,0.19047618585034026,2,5,12,14,63.0
3E0P7VZ,"Introduction of Hormone into Female Reproductive, Via Natural or Artificial Opening",0.3684210524376731,0.4374999997265625,0.3999999948081633,7,12,9,16,56.0
3E0R305,"Introduction of Other Antineoplastic into Spinal Canal, Percutaneous Approach",0.6176470586418685,0.8076923073816568,0.6999999948555555,21,13,5,26,180.0
3E0R33Z,"Introduction of Anti-inflammatory into Spinal Canal, Percutaneous Approach",0.16666666638888888,0.3333333322222222,0.2222222172839507,1,5,2,3,16.0
3E0R3BZ,"Introduction of Anesthetic Agent into Spinal Canal, Percutaneous Approach",0.0,0.0,0.0,0,0,5,5,27.0
3E0R3CZ,"Introduction of Regional Anesthetic into Spinal Canal, Percutaneous Approach",0.0,0.0,0.0,0,0,7,7,34.0
3E0R3GC,"Introduction of Other Therapeutic Substance into Spinal Canal, Percutaneous Approach",0.9999999900000002,0.14285714265306124,0.24999999718750004,1,0,6,7,30.0
3E0S3CZ,"Introduction of Regional Anesthetic into Epidural Space, Percutaneous Approach",0.0,0.0,0.0,0,0,11,11,41.0
3E0T3BZ,"Introduction of Anesthetic Agent into Peripheral Nerves and Plexi, Percutaneous Approach",0.16666666638888888,0.0999999999,0.12499999515625017,1,5,9,10,50.0
3E0T3CZ,"Introduction of Regional Anesthetic into Peripheral Nerves and Plexi, Percutaneous Approach",0.14285714265306124,0.12499999984374999,0.13333332817777796,1,6,7,8,40.0
3E0T3GC,"Introduction of Other Therapeutic Substance into Peripheral Nerves and Plexi, Percutaneous Approach",0.0,0.0,0.0,0,3,3,3,16.0
3E0T3TZ,"Introduction of Destructive Agent into Peripheral Nerves and Plexi, Percutaneous Approach",0.49999999916666665,0.49999999916666665,0.4999999941666667,3,3,3,6,32.0
3E0U0GB,"Introduction of Recombinant Bone Morphogenetic Protein into Joints, Open Approach",0.0,0.0,0.0,0,0,10,10,52.0
3E0U33Z,"Introduction of Anti-inflammatory into Joints, Percutaneous Approach",0.5454545449586776,0.4285714282653061,0.4799999946879999,6,5,8,14,67.0
3E0U3BZ,"Introduction of Anesthetic Agent into Joints, Percutaneous Approach",0.1999999998,0.24999999968749997,0.22222221703703712,2,8,6,8,39.0
3E1038Z,"Irrigation of Skin and Mucous Membranes using Irrigating Substance, Percutaneous Approach",0.0,0.0,0.0,0,0,2,2,8.0
3E10X8Z,Irrigation of Skin and Mucous Membranes using Irrigating Substance,0.0,0.0,0.0,0,0,10,10,21.0
3E1F88X,"Irrigation of Respiratory Tract using Irrigating Substance, Via Natural or Artificial Opening Endoscopic, Diagnostic",0.0,0.0,0.0,0,0,1,1,8.0
3E1F88Z,"Irrigation of Respiratory Tract using Irrigating Substance, Via Natural or Artificial Opening Endoscopic",0.09090909082644627,0.07142857137755101,0.0799999950080003,1,10,13,14,58.0
3E1K78Z,"Irrigation of Genitourinary Tract using Irrigating Substance, Via Natural or Artificial Opening",0.0,0.0,0.0,0,0,3,3,15.0
3E1M38X,"Irrigation of Peritoneal Cavity using Irrigating Substance, Percutaneous Approach, Diagnostic",0.0,0.0,0.0,0,0,3,3,14.0
3E1M38Z,"Irrigation of Peritoneal Cavity using Irrigating Substance, Percutaneous Approach",0.0,0.0,0.0,0,3,8,8,42.0
3E1M39Z,"Irrigation of Peritoneal Cavity using Dialysate, Percutaneous Approach",0.7399999998519999,0.9736842102700831,0.8409090858109505,37,13,1,38,183.0
3E1U38Z,"Irrigation of Joints using Irrigating Substance, Percutaneous Approach",0.0,0.0,0.0,0,1,5,5,27.0
4A0234Z,"Measurement of Cardiac Electrical Activity, Percutaneous Approach",0.23076923059171597,0.1764705881314879,0.19999999495555568,3,10,14,17,64.0
4A023FZ,"Measurement of Cardiac Rhythm, Percutaneous Approach",0.22580645154006243,0.3333333331746032,0.2692307643121302,7,24,14,21,88.0
4A023N6,"Measurement of Cardiac Sampling and Pressure, Right Heart, Percutaneous Approach",0.594285714251755,0.6341463414247471,0.613569316502989,104,71,60,164,694.0
4A023N7,"Measurement of Cardiac Sampling and Pressure, Left Heart, Percutaneous Approach",0.3852813852647064,0.4027149321084744,0.3938053047195357,89,142,132,221,922.0
4A023N8,"Measurement of Cardiac Sampling and Pressure, Bilateral, Percutaneous Approach",0.5116279068577609,0.32352941171712807,0.3963963915786056,22,21,46,68,284.0
4A02XFZ,"Measurement of Cardiac Rhythm, External Approach",0.0,0.0,0.0,0,0,2,2,8.0
4A0335C,"Measurement of Arterial Flow, Coronary, Percutaneous Approach",0.0,0.0,0.0,0,0,8,8,37.0
4A033BC,"Measurement of Arterial Pressure, Coronary, Percutaneous Approach",0.3636363633057851,0.19047619038548752,0.24999999533203132,4,7,17,21,80.0
4A043B2,"Measurement of Venous Pressure, Portal, Percutaneous Approach",0.0,0.0,0.0,0,1,4,4,20.0
4A1004G,"Monitoring of Central Nervous Electrical Activity, Intraoperative, Open Approach",0.0,0.0,0.0,0,0,2,2,12.0
4A103BD,"Monitoring of Intracranial Pressure, Percutaneous Approach",0.999999995,0.3999999992,0.5714285657142857,2,0,3,5,26.0
4A10X4G,"Monitoring of Central Nervous Electrical Activity, Intraoperative, External Approach",0.0,0.0,0.0,0,1,2,2,11.0
4A10X4Z,"Monitoring of Central Nervous Electrical Activity, External Approach",0.0,0.0,0.0,0,0,3,3,14.0
4A11X4G,"Monitoring of Peripheral Nervous Electrical Activity, Intraoperative, External Approach",0.0,0.0,0.0,0,0,15,15,71.0
4A1239Z,"Monitoring of Cardiac Output, Percutaneous Approach",0.3636363633057851,0.1249999999609375,0.1860465077339103,4,7,28,32,144.0
4A133B1,"Monitoring of Arterial Pressure, Peripheral, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,14.0
4A133B3,"Monitoring of Arterial Pressure, Pulmonary, Percutaneous Approach",0.37499999984375,0.24324324317750182,0.29508196234345613,9,15,28,37,173.0
4A133J1,"Monitoring of Arterial Pulse, Peripheral, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,12.0
4A1H7CZ,"Monitoring of Products of Conception, Cardiac Rate, Via Natural or Artificial Opening",0.0,0.0,0.0,0,0,2,2,7.0
4B02XSZ,"Measurement of Cardiac Pacemaker, External Approach",0.0,0.0,0.0,0,0,11,11,55.0
4B02XTZ,"Measurement of Cardiac Defibrillator, External Approach",0.0,0.0,0.0,0,0,13,13,46.0
5A02210,"Assistance with Cardiac Output using Balloon Pump, Continuous",0.6885245900510615,0.9130434780623818,0.7850467239234868,42,19,4,46,202.0
5A02216,"Assistance with Cardiac Output using Other Pump, Continuous",0.7777777769135802,0.9999999985714286,0.874999993984375,7,2,0,7,19.0
5A0221D,"Assistance with Cardiac Output using Impeller Pump, Continuous",0.839999999664,0.9130434778638941,0.8749999946440972,21,4,2,23,112.0
5A09357,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Positive Airway Pressure",0.0,0.0,0.0,0,0,15,15,68.0
5A09457,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Continuous Positive Airway Pressure",0.0,0.0,0.0,0,0,7,7,33.0
5A09557,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Positive Airway Pressure",0.0,0.0,0.0,0,0,3,3,14.0
5A12012,"Performance of Cardiac Output, Single, Manual",0.5333333332444444,0.39999999995,0.4571428521795919,32,28,48,80,309.0
5A1213Z,"Performance of Cardiac Pacing, Intermittent",0.0,0.0,0.0,0,2,4,4,19.0
5A1221Z,"Performance of Cardiac Output, Continuous",0.9522058823354373,0.9923371647319476,0.971857405865697,518,26,4,522,2528.0
5A1223Z,"Performance of Cardiac Pacing, Continuous",0.4736842104432133,0.3913043477693762,0.4285714235487529,27,30,42,69,302.0
5A15223,"Extracorporeal Membrane Oxygenation, Continuous",0.666666666111111,0.9999999987499999,0.7999999944,8,4,0,8,33.0
5A1522G,"Extracorporeal Oxygenation, Membrane, Peripheral Veno-arterial",0.24999999968749997,0.6666666644444444,0.36363635900826446,2,6,1,3,15.0
5A1935Z,"Respiratory Ventilation, Less than 24 Consecutive Hours",0.4021739130289067,0.4126394051891212,0.407339444527161,111,165,158,269,1081.0
5A1945Z,"Respiratory Ventilation, 24-96 Consecutive Hours",0.43910256409552717,0.6431924882478124,0.5219047570726167,274,350,152,426,1962.0
5A1955Z,"Respiratory Ventilation, Greater than 96 Consecutive Hours",0.694610778422317,0.6685878962343347,0.6813509494605197,232,102,115,347,1580.0
5A1D00Z,"Performance of Urinary Filtration, Single",0.38095238077097504,0.12698412696397077,0.19047618668083904,8,13,55,63,311.0
5A1D60Z,"Performance of Urinary Filtration, Multiple",0.4061433446960361,0.4817813764987133,0.4407407357606996,119,174,128,247,1060.0
5A1D70Z,"Performance of Urinary Filtration, Intermittent, Less than 6 Hours Per Day",0.5468277945454131,0.5370919881146263,0.5419161626488491,181,150,156,337,1513.0
5A1D90Z,"Performance of Urinary Filtration, Continuous, Greater than 18 hours Per Day",0.6923076921301775,0.3506493506038118,0.46551723683561247,27,12,50,77,349.0
5A2204Z,"Restoration of Cardiac Rhythm, Single",0.7134146341028406,0.7358490565574938,0.7244581992907054,117,47,42,159,744.0
6A4Z0ZZ,"Hypothermia, Single",0.0,0.0,0.0,0,0,2,2,7.0
6A550Z1,"Pheresis of Leukocytes, Single",0.0,0.0,0.0,0,0,3,3,12.0
6A550Z3,"Pheresis of Plasma, Single",0.0,0.0,0.0,0,3,4,4,17.0
6A550ZV,"Pheresis of Hematopoietic Stem Cells, Single",0.0,0.0,0.0,0,1,2,2,8.0
6A551Z1,"Pheresis of Leukocytes, Multiple",0.0,0.0,0.0,0,4,2,2,10.0
6A551Z3,"Pheresis of Plasma, Multiple",0.742857142644898,0.8965517238287752,0.8124999947900392,26,9,3,29,107.0
6ABT0BZ,"Perfusion of Urinary System Donor Organ, Single",0.0,0.0,0.0,0,0,2,2,11.0
8E09XBG,"Computer Assisted Procedure of Head and Neck Region, With Computerized Tomography",0.0,0.0,0.0,0,1,3,3,12.0
8E09XBH,"Computer Assisted Procedure of Head and Neck Region, With Magnetic Resonance Imaging",0.0,0.0,0.0,0,0,5,5,25.0
8E09XBZ,Computer Assisted Procedure of Head and Neck Region,0.0,0.0,0.0,0,5,20,20,89.0
8E0W0CZ,"Robotic Assisted Procedure of Trunk Region, Open Approach",0.9999999900000002,0.14285714265306124,0.24999999718750004,1,0,6,7,34.0
8E0W4CZ,"Robotic Assisted Procedure of Trunk Region, Percutaneous Endoscopic Approach",0.7513227512829987,0.9659863944921098,0.8452380902659085,142,47,5,147,607.0
A02.0,Salmonella enteritis,0.4285714279591837,0.5999999988,0.4999999943055557,3,4,2,5,23.0
A02.1,Salmonella sepsis,0.5999999988,0.9999999966666667,0.7499999934375,3,2,0,3,9.0
A04.5,Campylobacter enteritis,0.5999999988,0.5999999988,0.5999999938,3,2,2,5,26.0
A04.7,Enterocolitis due to Clostridium difficile,0.4919093850973492,0.826086956476843,0.6166328553369897,152,157,32,184,852.0
A04.71,"Enterocolitis due to Clostridium difficile, recurrent",0.371428571322449,0.4482758619143876,0.40624999491699226,13,22,16,29,138.0
A04.72,"Enterocolitis due to Clostridium difficile, not specified as recurrent",0.7999999994666667,0.08695652173282924,0.15686274330898373,12,3,126,138,622.0
A04.8,Other specified bacterial intestinal infections,0.0,0.0,0.0,0,1,5,5,22.0
A04.9,"Bacterial intestinal infection, unspecified",0.16666666638888888,0.1999999996,0.1818181765289258,1,5,4,5,25.0
A08.11,Acute gastroenteropathy due to Norwalk agent,0.7878787876400367,0.9285714282397959,0.852459011147541,26,7,2,28,82.0
A08.39,Other viral enteritis,0.249999999375,0.1999999996,0.2222222167901236,1,3,4,5,26.0
A08.4,"Viral intestinal infection, unspecified",0.7092198581057291,0.7299270072459907,0.7194244553809327,100,41,37,137,538.0
A08.8,Other specified intestinal infections,0.0,0.0,0.0,0,0,2,2,11.0
A09,"Infectious gastroenteritis and colitis, unspecified",0.42222222212839505,0.49999999986842103,0.45783132022644796,19,26,19,38,188.0
A15.0,Tuberculosis of lung,0.3333333322222222,0.4999999975,0.39999999360000005,1,2,1,2,12.0
A15.9,Respiratory tuberculosis unspecified,0.0,0.0,0.0,0,0,3,3,16.0
A19.9,"Miliary tuberculosis, unspecified",0.0,0.0,0.0,0,0,2,2,10.0
A28.0,Pasteurellosis,0.3333333322222222,0.4999999975,0.39999999360000005,1,2,1,2,10.0
A31.0,Pulmonary mycobacterial infection,0.47826086935727785,0.49999999977272724,0.48888888367407407,11,12,11,22,49.0
A31.8,Other mycobacterial infections,0.0,0.0,0.0,0,0,1,1,5.0
A31.9,"Mycobacterial infection, unspecified",0.0,0.0,0.0,0,1,1,1,8.0
A40.0,"Sepsis due to streptococcus, group A",0.49999999937499995,0.6666666655555555,0.5714285657142858,4,4,2,6,30.0
A40.1,"Sepsis due to streptococcus, group B",0.449999999775,0.8999999991,0.5999999951555556,9,11,1,10,51.0
A40.3,Sepsis due to Streptococcus pneumoniae,0.6666666655555555,0.4444444439506172,0.5333333278222222,4,2,5,9,37.0
A40.8,Other streptococcal sepsis,0.40476190466553286,0.772727272376033,0.5312499953222657,17,25,5,22,105.0
A40.9,"Streptococcal sepsis, unspecified",0.0,0.0,0.0,0,0,3,3,13.0
A41.01,Sepsis due to Methicillin susceptible Staphylococcus aureus,0.626865671548229,0.6461538460544379,0.6363636312683655,42,25,23,65,270.0
A41.02,Sepsis due to Methicillin resistant Staphylococcus aureus,0.4634146340333135,0.6785714283290816,0.550724632699013,19,22,9,28,129.0
A41.1,Sepsis due to other specified staphylococcus,0.38095238077097504,0.26666666657777777,0.3137254852287582,8,13,22,30,70.0
A41.4,Sepsis due to anaerobes,0.0,0.0,0.0,0,0,8,8,35.0
A41.50,"Gram-negative sepsis, unspecified",0.49999999875,0.15384615372781063,0.2352941137716263,2,2,11,13,58.0
A41.51,Sepsis due to Escherichia coli [E. coli],0.742268041160591,0.6050420167558789,0.6666666616568073,72,25,47,119,596.0
A41.52,Sepsis due to Pseudomonas,0.49999999977272724,0.5238095235600907,0.5116279017414819,11,11,10,21,100.0
A41.53,Sepsis due to Serratia,0.4374999997265625,0.9999999985714286,0.608695647410208,7,9,0,7,31.0
A41.59,Other Gram-negative sepsis,0.3999999999466667,0.49999999991666666,0.44444443944032924,30,45,30,60,209.0
A41.81,Sepsis due to Enterococcus,0.5999999998909091,0.5689655171432818,0.5840707913603259,33,22,25,58,221.0
A41.89,Other specified sepsis,0.2962962962414266,0.16161616159983677,0.2091503222025718,16,38,83,99,372.0
A41.9,"Sepsis, unspecified organism",0.6240786240709573,0.7154929577364015,0.6666666616812024,508,306,202,710,3311.0
A43.0,Pulmonary nocardiosis,0.6999999992999999,0.7777777769135802,0.7368420995013849,7,3,2,9,14.0
A46,Erysipelas,0.49999999916666665,0.9999999966666667,0.6666666607407408,3,3,0,3,17.0
A48.0,Gas gangrene,0.0,0.0,0.0,0,1,6,6,27.0
A48.1,Legionnaires' disease,0.9999999987499999,0.8888888879012344,0.9411764644982699,8,0,1,9,27.0
A49.01,"Methicillin susceptible Staphylococcus aureus infection, unspecified site",0.0,0.0,0.0,0,0,4,4,21.0
A49.02,"Methicillin resistant Staphylococcus aureus infection, unspecified site",0.0,0.0,0.0,0,0,3,3,13.0
A49.8,Other bacterial infections of unspecified site,0.0,0.0,0.0,0,0,2,2,11.0
A52.16,Charcot's arthropathy (tabetic),0.0,0.0,0.0,0,0,7,7,20.0
A52.3,"Neurosyphilis, unspecified",0.249999999375,0.3333333322222222,0.28571428000000004,1,3,2,3,14.0
A53.0,"Latent syphilis, unspecified as early or late",0.0,0.0,0.0,0,0,2,2,10.0
A53.9,"Syphilis, unspecified",0.0,0.0,0.0,0,1,2,2,8.0
A60.00,"Herpesviral infection of urogenital system, unspecified",0.3333333332098765,0.449999999775,0.3829787183521956,9,18,11,20,102.0
A60.04,Herpesviral vulvovaginitis,0.0,0.0,0.0,0,2,2,2,8.0
A60.09,Herpesviral infection of other urogenital tract,0.0,0.0,0.0,0,0,2,2,10.0
A60.1,Herpesviral infection of perianal skin and rectum,0.0,0.0,0.0,0,0,2,2,10.0
A63.0,Anogenital (venereal) warts,0.49999999875,0.2222222219753086,0.3076923029585799,2,2,7,9,43.0
A69.20,"Lyme disease, unspecified",0.3684210524376731,0.5384615380473372,0.4374999949023437,7,12,6,13,64.0
A69.22,Other neurologic disorders in Lyme disease,0.4999999975,0.4999999975,0.4999999925000001,1,1,1,2,9.0
A69.29,Other conditions associated with Lyme disease,0.4999999975,0.3333333322222222,0.39999999360000005,1,1,2,3,12.0
A77.49,Other ehrlichiosis,0.45454545413223135,0.9999999980000001,0.6249999949218751,5,6,0,5,22.0
A81.2,Progressive multifocal leukoencephalopathy,0.999999995,0.999999995,0.9999999900000001,2,0,0,2,8.0
A86,Unspecified viral encephalitis,0.999999995,0.3999999992,0.5714285657142857,2,0,3,5,22.0
A87.9,"Viral meningitis, unspecified",0.8333333319444445,0.6249999992187499,0.7142857083673471,5,1,3,8,41.0
A93.8,Other specified arthropod-borne viral fevers,0.4285714279591837,0.9999999966666667,0.5999999946000001,3,4,0,3,12.0
B00.1,Herpesviral vesicular dermatitis,0.6999999992999999,0.24137931026159334,0.3589743549769889,7,3,22,29,97.0
B00.2,Herpesviral gingivostomatitis and pharyngotonsillitis,0.2727272724793388,0.4285714279591837,0.33333332820987654,3,8,4,7,37.0
B00.3,Herpesviral meningitis,0.4999999975,0.3333333322222222,0.39999999360000005,1,1,2,3,11.0
B00.4,Herpesviral encephalitis,0.249999999375,0.3333333322222222,0.28571428000000004,1,3,2,3,15.0
B00.52,Herpesviral keratitis,0.6666666644444444,0.2857142853061225,0.39999999500000005,2,1,5,7,29.0
B00.89,Other herpesviral infection,0.33333333277777777,0.24999999968749997,0.2857142804081633,2,4,6,8,40.0
B00.9,"Herpesviral infection, unspecified",0.4571428570122449,0.3999999999,0.4266666615751112,16,19,24,40,178.0
B01.9,Varicella without complication,0.0,0.0,0.0,0,0,3,3,11.0
B01BYZZ,Fluoroscopy of Spinal Cord using Other Contrast,0.0,0.0,0.0,0,0,3,3,15.0
B02.0,Zoster encephalitis,0.49999999875,0.999999995,0.6666666600000001,2,2,0,2,10.0
B02.21,Postherpetic geniculate ganglionitis,0.7499999981250001,0.9999999966666667,0.8571428497959185,3,1,0,3,14.0
B02.29,Other postherpetic nervous system involvement,0.6764705880363322,0.696969696758494,0.686567158975273,23,11,10,33,91.0
B02.30,"Zoster ocular disease, unspecified",0.571428570612245,0.3999999996,0.4705882298961938,4,3,6,10,34.0
B02.33,Zoster keratitis,0.9999999900000002,0.9999999900000002,0.9999999850000002,1,0,0,1,9.0
B02.7,Disseminated zoster,0.7499999981250001,0.49999999916666665,0.5999999940000001,3,1,3,6,28.0
B02.8,Zoster with other complications,0.4999999975,0.12499999984374999,0.19999999640000002,1,1,7,8,21.0
B02.9,Zoster without complications,0.5510204080508122,0.6279069765981612,0.5869565166327978,27,22,16,43,137.0
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,0.4999999975,0.4999999975,0.4999999925000001,1,1,1,2,11.0
B15.9,Hepatitis A without hepatic coma,0.7142857132653061,0.49999999949999996,0.5882352885813149,5,2,5,10,48.0
B16.9,Acute hepatitis B without delta-agent and without hepatic coma,0.41666666631944443,0.9999999980000001,0.5882352892733564,5,7,0,5,22.0
B17.10,Acute hepatitis C without hepatic coma,0.9999999985714286,0.9999999985714286,0.9999999935714285,7,0,0,7,29.0
B17.8,Other specified acute viral hepatitis,0.0,0.0,0.0,0,0,2,2,9.0
B17.9,"Acute viral hepatitis, unspecified",0.4444444439506172,0.3636363633057851,0.39999999464999997,4,5,7,11,56.0
B18.1,Chronic viral hepatitis B without delta-agent,0.6419753085627191,0.7222222221219137,0.6797385570199497,52,29,20,72,511.0
B18.2,Chronic viral hepatitis C,0.7291666665907118,0.3846153845942519,0.5035971177444233,70,26,112,182,898.0
B19.10,Unspecified viral hepatitis B without hepatic coma,0.5492957745705218,0.4874999999390625,0.5165562863400729,39,32,41,80,439.0
B19.20,Unspecified viral hepatitis C without hepatic coma,0.583018867913528,0.6836283185689462,0.629327897259054,309,221,143,452,2000.0
B19.21,Unspecified viral hepatitis C with hepatic coma,0.0,0.0,0.0,0,0,5,5,26.0
B19.9,Unspecified viral hepatitis without hepatic coma,0.0,0.0,0.0,0,0,2,2,11.0
B20,"Imaging, Heart, Plain Radiography",0.677215189830556,0.7181208053209315,0.6970683988676803,107,51,42,149,594.0
B2011ZZ,Plain Radiography of Multiple Coronary Arteries using Low Osmolar Contrast,0.0,0.0,0.0,0,0,6,6,18.0
B201YZZ,Plain Radiography of Multiple Coronary Arteries using Other Contrast,0.0,0.0,0.0,0,0,2,2,8.0
B2101ZZ,Fluoroscopy of Single Coronary Artery using Low Osmolar Contrast,0.0,0.0,0.0,0,0,3,3,15.0
B210YZZ,Fluoroscopy of Single Coronary Artery using Other Contrast,0.0,0.0,0.0,0,0,14,14,64.0
B2110ZZ,Fluoroscopy of Multiple Coronary Arteries using High Osmolar Contrast,0.0,0.0,0.0,0,0,2,2,9.0
B2111ZZ,Fluoroscopy of Multiple Coronary Arteries using Low Osmolar Contrast,0.3333333322222222,0.008333333332638889,0.0162601621230749,1,2,119,120,601.0
B211YZZ,Fluoroscopy of Multiple Coronary Arteries using Other Contrast,0.6410891089029568,0.8764805414403303,0.740528944359174,518,290,73,591,2639.0
B2121ZZ,Fluoroscopy of Single Coronary Artery Bypass Graft using Low Osmolar Contrast,0.0,0.0,0.0,0,0,3,3,15.0
B212YZZ,Fluoroscopy of Single Coronary Artery Bypass Graft using Other Contrast,0.0,0.0,0.0,0,1,14,14,68.0
B2131ZZ,Fluoroscopy of Multiple Coronary Artery Bypass Grafts using Low Osmolar Contrast,0.0,0.0,0.0,0,2,10,10,49.0
B213YZZ,Fluoroscopy of Multiple Coronary Artery Bypass Grafts using Other Contrast,0.45454545433884297,0.2777777777006173,0.3448275813793104,10,12,26,36,181.0
B2141ZZ,Fluoroscopy of Right Heart using Low Osmolar Contrast,0.0,0.0,0.0,0,0,4,4,18.0
B214YZZ,Fluoroscopy of Right Heart using Other Contrast,0.0,0.0,0.0,0,0,23,23,108.0
B2151ZZ,Fluoroscopy of Left Heart using Low Osmolar Contrast,0.0,0.0,0.0,0,0,5,5,23.0
B215YZZ,Fluoroscopy of Left Heart using Other Contrast,0.0,0.0,0.0,0,0,29,29,107.0
B216YZZ,Fluoroscopy of Right and Left Heart using Other Contrast,0.0,0.0,0.0,0,0,4,4,17.0
B217YZZ,Fluoroscopy of Right Internal Mammary Bypass Graft using Other Contrast,0.0,0.0,0.0,0,0,2,2,9.0
B2181ZZ,Fluoroscopy of Left Internal Mammary Bypass Graft using Low Osmolar Contrast,0.0,0.0,0.0,0,0,8,8,40.0
B218YZZ,Fluoroscopy of Left Internal Mammary Bypass Graft using Other Contrast,0.40322580638657646,0.568181818052686,0.47169810826272696,25,37,19,44,216.0
B221Z2Z,Computerized Tomography (CT Scan) of Multiple Coronary Arteries using Intravascular Optical Coherence,0.0,0.0,0.0,0,0,2,2,10.0
B240ZZ3,"Ultrasonography of Single Coronary Artery, Intravascular",0.0,0.0,0.0,0,0,8,8,37.0
B241ZZ3,"Ultrasonography of Multiple Coronary Arteries, Intravascular",0.0,0.0,0.0,0,1,5,5,24.0
B244YZZ,Ultrasonography of Right Heart using Other Contrast,0.0,0.0,0.0,0,0,4,4,12.0
B244ZZZ,Ultrasonography of Right Heart,0.0,0.0,0.0,0,0,8,8,35.0
