icd_code,icd_version,long_title
S72464B,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for open fracture type I or II"
S72464C,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72464D,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with routine healing"
S72464E,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72464F,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72464G,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
S72464H,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72464J,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72464K,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with nonunion"
S72464M,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72464N,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72464P,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with malunion"
S72464Q,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
S72464R,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72464S,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, sequela"
S72465,10,Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur
S72465A,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for closed fracture"
S72465B,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II"
S72465C,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72465D,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with routine healing"
S72465E,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72465F,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72465G,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
S72465H,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72465J,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72465K,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72465M,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72465N,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72465P,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion"
S72465Q,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
S72465R,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72465S,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, sequela"
S72466,10,Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur
S72466A,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for closed fracture"
S72466B,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type I or II"
S72466C,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72466D,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72466E,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72466F,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72466G,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72466H,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72466J,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72466K,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72466M,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72466N,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72466P,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
S72466Q,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72466R,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72466S,10,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, sequela"
S7247,10,Torus fracture of lower end of femur
S72471,10,Torus fracture of lower end of right femur
S72471A,10,"Torus fracture of lower end of right femur, initial encounter for closed fracture"
S72471D,10,"Torus fracture of lower end of right femur, subsequent encounter for fracture with routine healing"
S72471G,10,"Torus fracture of lower end of right femur, subsequent encounter for fracture with delayed healing"
S72471K,10,"Torus fracture of lower end of right femur, subsequent encounter for fracture with nonunion"
S72471P,10,"Torus fracture of lower end of right femur, subsequent encounter for fracture with malunion"
S72471S,10,"Torus fracture of lower end of right femur, sequela"
S72472,10,Torus fracture of lower end of left femur
S72472A,10,"Torus fracture of lower end of left femur, initial encounter for closed fracture"
S72472D,10,"Torus fracture of lower end of left femur, subsequent encounter for fracture with routine healing"
S72472G,10,"Torus fracture of lower end of left femur, subsequent encounter for fracture with delayed healing"
S72472K,10,"Torus fracture of lower end of left femur, subsequent encounter for fracture with nonunion"
S72472P,10,"Torus fracture of lower end of left femur, subsequent encounter for fracture with malunion"
S72472S,10,"Torus fracture of lower end of left femur, sequela"
S72479,10,Torus fracture of lower end of unspecified femur
S72479A,10,"Torus fracture of lower end of unspecified femur, initial encounter for closed fracture"
S72479D,10,"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with routine healing"
S72479G,10,"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with delayed healing"
S72479K,10,"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with nonunion"
S72479P,10,"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with malunion"
S72479S,10,"Torus fracture of lower end of unspecified femur, sequela"
S7249,10,Other fracture of lower end of femur
S72491,10,Other fracture of lower end of right femur
S72491A,10,"Other fracture of lower end of right femur, initial encounter for closed fracture"
S72491B,10,"Other fracture of lower end of right femur, initial encounter for open fracture type I or II"
S72491C,10,"Other fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72491D,10,"Other fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
S72491E,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72491F,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72491G,10,"Other fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
S72491H,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72491J,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72491K,10,"Other fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
S72491M,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72491N,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72491P,10,"Other fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
S72491Q,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
S72491R,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72491S,10,"Other fracture of lower end of right femur, sequela"
S72492,10,Other fracture of lower end of left femur
S72492A,10,"Other fracture of lower end of left femur, initial encounter for closed fracture"
S72492B,10,"Other fracture of lower end of left femur, initial encounter for open fracture type I or II"
S72492C,10,"Other fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72492D,10,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
S72492E,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72492F,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72492G,10,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
S72492H,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72492J,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72492K,10,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72492M,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72492N,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72492P,10,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
S72492Q,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
S72492R,10,"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72492S,10,"Other fracture of lower end of left femur, sequela"
S72499,10,Other fracture of lower end of unspecified femur
S72499A,10,"Other fracture of lower end of unspecified femur, initial encounter for closed fracture"
S72499B,10,"Other fracture of lower end of unspecified femur, initial encounter for open fracture type I or II"
S72499C,10,"Other fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72499D,10,"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72499E,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72499F,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72499G,10,"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72499H,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72499J,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72499K,10,"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72499M,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72499N,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72499P,10,"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
S72499Q,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72499R,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72499S,10,"Other fracture of lower end of unspecified femur, sequela"
S728,10,Other fracture of femur
S728X,10,Other fracture of femur
S728X1,10,Other fracture of right femur
S728X1A,10,"Other fracture of right femur, initial encounter for closed fracture"
S728X1B,10,"Other fracture of right femur, initial encounter for open fracture type I or II"
S728X1C,10,"Other fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S728X1D,10,"Other fracture of right femur, subsequent encounter for closed fracture with routine healing"
S728X1E,10,"Other fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
S728X1F,10,"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S728X1G,10,"Other fracture of right femur, subsequent encounter for closed fracture with delayed healing"
S728X1H,10,"Other fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S728X1J,10,"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S728X1K,10,"Other fracture of right femur, subsequent encounter for closed fracture with nonunion"
S728X1M,10,"Other fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
S728X1N,10,"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S728X1P,10,"Other fracture of right femur, subsequent encounter for closed fracture with malunion"
S728X1Q,10,"Other fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
S728X1R,10,"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S728X1S,10,"Other fracture of right femur, sequela"
S728X2,10,Other fracture of left femur
S728X2A,10,"Other fracture of left femur, initial encounter for closed fracture"
S728X2B,10,"Other fracture of left femur, initial encounter for open fracture type I or II"
S728X2C,10,"Other fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S728X2D,10,"Other fracture of left femur, subsequent encounter for closed fracture with routine healing"
S728X2E,10,"Other fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
S728X2F,10,"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S728X2G,10,"Other fracture of left femur, subsequent encounter for closed fracture with delayed healing"
S728X2H,10,"Other fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S728X2J,10,"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S728X2K,10,"Other fracture of left femur, subsequent encounter for closed fracture with nonunion"
S728X2M,10,"Other fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
S728X2N,10,"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S728X2P,10,"Other fracture of left femur, subsequent encounter for closed fracture with malunion"
S728X2Q,10,"Other fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
S728X2R,10,"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S728X2S,10,"Other fracture of left femur, sequela"
S728X9,10,Other fracture of unspecified femur
S728X9A,10,"Other fracture of unspecified femur, initial encounter for closed fracture"
S728X9B,10,"Other fracture of unspecified femur, initial encounter for open fracture type I or II"
S728X9C,10,"Other fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S728X9D,10,"Other fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
S728X9E,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S728X9F,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S728X9G,10,"Other fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S728X9H,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S728X9J,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S728X9K,10,"Other fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
S728X9M,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S728X9N,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S728X9P,10,"Other fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
S728X9Q,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S728X9R,10,"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S728X9S,10,"Other fracture of unspecified femur, sequela"
S729,10,Unspecified fracture of femur
S7290,10,Unspecified fracture of unspecified femur
S7290XA,10,"Unspecified fracture of unspecified femur, initial encounter for closed fracture"
S7290XB,10,"Unspecified fracture of unspecified femur, initial encounter for open fracture type I or II"
S7290XC,10,"Unspecified fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S7290XD,10,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
S7290XE,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S7290XF,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S7290XG,10,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S7290XH,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S7290XJ,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S7290XK,10,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
S7290XM,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S7290XN,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S7290XP,10,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
S7290XQ,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S7290XR,10,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S7290XS,10,"Unspecified fracture of unspecified femur, sequela"
S7291,10,Unspecified fracture of right femur
S7291XA,10,"Unspecified fracture of right femur, initial encounter for closed fracture"
S7291XB,10,"Unspecified fracture of right femur, initial encounter for open fracture type I or II"
S7291XC,10,"Unspecified fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S7291XD,10,"Unspecified fracture of right femur, subsequent encounter for closed fracture with routine healing"
S7291XE,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
S7291XF,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S7291XG,10,"Unspecified fracture of right femur, subsequent encounter for closed fracture with delayed healing"
S7291XH,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S7291XJ,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S7291XK,10,"Unspecified fracture of right femur, subsequent encounter for closed fracture with nonunion"
S7291XM,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
S7291XN,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S7291XP,10,"Unspecified fracture of right femur, subsequent encounter for closed fracture with malunion"
S7291XQ,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
S7291XR,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S7291XS,10,"Unspecified fracture of right femur, sequela"
S7292,10,Unspecified fracture of left femur
S7292XA,10,"Unspecified fracture of left femur, initial encounter for closed fracture"
S7292XB,10,"Unspecified fracture of left femur, initial encounter for open fracture type I or II"
S7292XC,10,"Unspecified fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S7292XD,10,"Unspecified fracture of left femur, subsequent encounter for closed fracture with routine healing"
S7292XE,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
S7292XF,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S7292XG,10,"Unspecified fracture of left femur, subsequent encounter for closed fracture with delayed healing"
S7292XH,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S7292XJ,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S7292XK,10,"Unspecified fracture of left femur, subsequent encounter for closed fracture with nonunion"
S7292XM,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
S7292XN,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S7292XP,10,"Unspecified fracture of left femur, subsequent encounter for closed fracture with malunion"
S7292XQ,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
S7292XR,10,"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S7292XS,10,"Unspecified fracture of left femur, sequela"
S73,10,Dislocation and sprain of joint and ligaments of hip
S730,10,Subluxation and dislocation of hip
S7300,10,Unspecified subluxation and dislocation of hip
S73001,10,Unspecified subluxation of right hip
S73001A,10,"Unspecified subluxation of right hip, initial encounter"
S73001D,10,"Unspecified subluxation of right hip, subsequent encounter"
S73001S,10,"Unspecified subluxation of right hip, sequela"
S73002,10,Unspecified subluxation of left hip
S73002A,10,"Unspecified subluxation of left hip, initial encounter"
S73002D,10,"Unspecified subluxation of left hip, subsequent encounter"
S73002S,10,"Unspecified subluxation of left hip, sequela"
S73003,10,Unspecified subluxation of unspecified hip
S73003A,10,"Unspecified subluxation of unspecified hip, initial encounter"
S73003D,10,"Unspecified subluxation of unspecified hip, subsequent encounter"
S73003S,10,"Unspecified subluxation of unspecified hip, sequela"
S73004,10,Unspecified dislocation of right hip
S73004A,10,"Unspecified dislocation of right hip, initial encounter"
S73004D,10,"Unspecified dislocation of right hip, subsequent encounter"
S73004S,10,"Unspecified dislocation of right hip, sequela"
S73005,10,Unspecified dislocation of left hip
S73005A,10,"Unspecified dislocation of left hip, initial encounter"
S73005D,10,"Unspecified dislocation of left hip, subsequent encounter"
S73005S,10,"Unspecified dislocation of left hip, sequela"
S73006,10,Unspecified dislocation of unspecified hip
S73006A,10,"Unspecified dislocation of unspecified hip, initial encounter"
S73006D,10,"Unspecified dislocation of unspecified hip, subsequent encounter"
S73006S,10,"Unspecified dislocation of unspecified hip, sequela"
S7301,10,Posterior subluxation and dislocation of hip
S73011,10,Posterior subluxation of right hip
S73011A,10,"Posterior subluxation of right hip, initial encounter"
S73011D,10,"Posterior subluxation of right hip, subsequent encounter"
S73011S,10,"Posterior subluxation of right hip, sequela"
S73012,10,Posterior subluxation of left hip
S73012A,10,"Posterior subluxation of left hip, initial encounter"
S73012D,10,"Posterior subluxation of left hip, subsequent encounter"
S73012S,10,"Posterior subluxation of left hip, sequela"
S73013,10,Posterior subluxation of unspecified hip
S73013A,10,"Posterior subluxation of unspecified hip, initial encounter"
S73013D,10,"Posterior subluxation of unspecified hip, subsequent encounter"
S73013S,10,"Posterior subluxation of unspecified hip, sequela"
S73014,10,Posterior dislocation of right hip
S73014A,10,"Posterior dislocation of right hip, initial encounter"
S73014D,10,"Posterior dislocation of right hip, subsequent encounter"
S73014S,10,"Posterior dislocation of right hip, sequela"
S73015,10,Posterior dislocation of left hip
S73015A,10,"Posterior dislocation of left hip, initial encounter"
S73015D,10,"Posterior dislocation of left hip, subsequent encounter"
S73015S,10,"Posterior dislocation of left hip, sequela"
S73016,10,Posterior dislocation of unspecified hip
S73016A,10,"Posterior dislocation of unspecified hip, initial encounter"
S73016D,10,"Posterior dislocation of unspecified hip, subsequent encounter"
S73016S,10,"Posterior dislocation of unspecified hip, sequela"
S7302,10,Obturator subluxation and dislocation of hip
S73021,10,Obturator subluxation of right hip
S73021A,10,"Obturator subluxation of right hip, initial encounter"
S73021D,10,"Obturator subluxation of right hip, subsequent encounter"
S73021S,10,"Obturator subluxation of right hip, sequela"
S73022,10,Obturator subluxation of left hip
S73022A,10,"Obturator subluxation of left hip, initial encounter"
S73022D,10,"Obturator subluxation of left hip, subsequent encounter"
S73022S,10,"Obturator subluxation of left hip, sequela"
S73023,10,Obturator subluxation of unspecified hip
S73023A,10,"Obturator subluxation of unspecified hip, initial encounter"
S73023D,10,"Obturator subluxation of unspecified hip, subsequent encounter"
S73023S,10,"Obturator subluxation of unspecified hip, sequela"
S73024,10,Obturator dislocation of right hip
S73024A,10,"Obturator dislocation of right hip, initial encounter"
S73024D,10,"Obturator dislocation of right hip, subsequent encounter"
S73024S,10,"Obturator dislocation of right hip, sequela"
S73025,10,Obturator dislocation of left hip
S73025A,10,"Obturator dislocation of left hip, initial encounter"
S73025D,10,"Obturator dislocation of left hip, subsequent encounter"
S73025S,10,"Obturator dislocation of left hip, sequela"
S73026,10,Obturator dislocation of unspecified hip
S73026A,10,"Obturator dislocation of unspecified hip, initial encounter"
S73026D,10,"Obturator dislocation of unspecified hip, subsequent encounter"
S73026S,10,"Obturator dislocation of unspecified hip, sequela"
S7303,10,Other anterior subluxation and dislocation of hip
S73031,10,Other anterior subluxation of right hip
S73031A,10,"Other anterior subluxation of right hip, initial encounter"
S73031D,10,"Other anterior subluxation of right hip, subsequent encounter"
S73031S,10,"Other anterior subluxation of right hip, sequela"
S73032,10,Other anterior subluxation of left hip
S73032A,10,"Other anterior subluxation of left hip, initial encounter"
S73032D,10,"Other anterior subluxation of left hip, subsequent encounter"
S73032S,10,"Other anterior subluxation of left hip, sequela"
S73033,10,Other anterior subluxation of unspecified hip
S73033A,10,"Other anterior subluxation of unspecified hip, initial encounter"
S73033D,10,"Other anterior subluxation of unspecified hip, subsequent encounter"
S73033S,10,"Other anterior subluxation of unspecified hip, sequela"
S73034,10,Other anterior dislocation of right hip
S73034A,10,"Other anterior dislocation of right hip, initial encounter"
S73034D,10,"Other anterior dislocation of right hip, subsequent encounter"
S73034S,10,"Other anterior dislocation of right hip, sequela"
S73035,10,Other anterior dislocation of left hip
S73035A,10,"Other anterior dislocation of left hip, initial encounter"
S73035D,10,"Other anterior dislocation of left hip, subsequent encounter"
S73035S,10,"Other anterior dislocation of left hip, sequela"
S73036,10,Other anterior dislocation of unspecified hip
S73036A,10,"Other anterior dislocation of unspecified hip, initial encounter"
S73036D,10,"Other anterior dislocation of unspecified hip, subsequent encounter"
S73036S,10,"Other anterior dislocation of unspecified hip, sequela"
S7304,10,Central subluxation and dislocation of hip
S73041,10,Central subluxation of right hip
S73041A,10,"Central subluxation of right hip, initial encounter"
S73041D,10,"Central subluxation of right hip, subsequent encounter"
S73041S,10,"Central subluxation of right hip, sequela"
S73042,10,Central subluxation of left hip
S73042A,10,"Central subluxation of left hip, initial encounter"
S73042D,10,"Central subluxation of left hip, subsequent encounter"
S73042S,10,"Central subluxation of left hip, sequela"
S73043,10,Central subluxation of unspecified hip
S73043A,10,"Central subluxation of unspecified hip, initial encounter"
S73043D,10,"Central subluxation of unspecified hip, subsequent encounter"
S73043S,10,"Central subluxation of unspecified hip, sequela"
S73044,10,Central dislocation of right hip
S73044A,10,"Central dislocation of right hip, initial encounter"
S73044D,10,"Central dislocation of right hip, subsequent encounter"
S73044S,10,"Central dislocation of right hip, sequela"
S73045,10,Central dislocation of left hip
S73045A,10,"Central dislocation of left hip, initial encounter"
S73045D,10,"Central dislocation of left hip, subsequent encounter"
S73045S,10,"Central dislocation of left hip, sequela"
S73046,10,Central dislocation of unspecified hip
